"param1","param2","out1","out2"
4e-04,0.5,0.156468362571628,-0.000129188054745777
4e-04,0.568421052631579,0.145595777873413,-0.000115411044601535
4e-04,0.636842105263158,0.147163992033052,-0.000140790430911389
4e-04,0.705263157894737,0.166611943498542,-0.000214117116844906
4e-04,0.773684210526316,0.162896774518319,-0.000111680773998524
4e-04,0.842105263157895,0.212506825783481,-0.000159975976029683
4e-04,0.910526315789474,0.189826155969486,-6.15854465935861e-05
4e-04,0.978947368421053,0.185720321151442,-1.70433534700178e-05
4e-04,1.04736842105263,0.16591391131747,-0.000116739801035941
4e-04,1.11578947368421,0.150967733037051,-0.00017781809841871
4e-04,1.18421052631579,0.186359105579675,-6.79588350267443e-05
4e-04,1.25263157894737,0.187108061171038,-2.92354422197362e-05
4e-04,1.32105263157895,0.196241257938957,-8.08526311952415e-05
4e-04,1.38947368421053,0.237869336142511,-3.84237038843934e-05
4e-04,1.45789473684211,0.21271753656647,-5.57458134325374e-05
4e-04,1.52631578947368,0.211627132918956,3.28869655838949e-05
4e-04,1.59473684210526,0.233277068632037,-3.3421267663462e-05
4e-04,1.66315789473684,0.220279582028055,-0.000115157851856267
4e-04,1.73157894736842,0.211537492900419,-6.89776314487312e-06
4e-04,1.8,0.253067085605274,5.88904076226201e-05
0.000415789473684211,0.5,0.188971462753352,-0.000184506255045699
0.000415789473684211,0.568421052631579,0.166293280347542,-0.000116969587150154
0.000415789473684211,0.636842105263158,0.18144107790473,-0.000132618288486485
0.000415789473684211,0.705263157894737,0.173856196920871,-0.000109193276656135
0.000415789473684211,0.773684210526316,0.179344155733351,-0.000193690144718239
0.000415789473684211,0.842105263157895,0.206884842850283,-0.00011569421172504
0.000415789473684211,0.910526315789474,0.196016827969583,-3.74449901883609e-05
0.000415789473684211,0.978947368421053,0.147356588907108,-0.000129601033429107
0.000415789473684211,1.04736842105263,0.192823385584755,-0.000110577212367913
0.000415789473684211,1.11578947368421,0.183530482595071,-5.61223280475859e-06
0.000415789473684211,1.18421052631579,0.15845754886252,-6.31632726584338e-05
0.000415789473684211,1.25263157894737,0.176791386846176,-0.000124949621023757
0.000415789473684211,1.32105263157895,0.20329162890314,-1.02471902623711e-05
0.000415789473684211,1.38947368421053,0.196189225192543,-2.99936877581864e-06
